id,index,imageurl,title,author,category id,category,rating
25,0761182446.jpg,http://ecx.images-amazon.com/images/I/51mpyH9rpYL.jpg,Dog Page-A-Day Gallery Calendar 2016,Workman Publishing,3,Calendars,3
26,1629054232.jpg,http://ecx.images-amazon.com/images/I/61R04xdZ93L.jpg,MAXINE  Year-In-A-Box Calendar (2016),Year-In-A-Box,3,Calendars,4
27,162905576X.jpg,http://ecx.images-amazon.com/images/I/61binIODXlL.jpg,Disney Descendants Wall Calendar (2016),Day Dream,3,Calendars,1
28,1416297782.jpg,http://ecx.images-amazon.com/images/I/61oOb5W8wTL.jpg,Walking Dead 2016 Wall Calendar,Amc,3,Calendars,1
29,1449465080.jpg,http://ecx.images-amazon.com/images/I/51YRmX-s7lL.jpg,The Complete Runner's Day-by-Day Log 2016 Calendar,Marty Jerome,3,Calendars,2
30,0738734098.jpg,http://ecx.images-amazon.com/images/I/61IVjlj21dL.jpg,"Llewellyn's 2016 Astrological Calendar: 83rd Edition of the World's Best Known, Most Trusted Astrology Calendar",Llewellyn,3,Calendars,3
31,0761183728.jpg,http://ecx.images-amazon.com/images/I/61%2BMjFvLjTL.jpg,Today Is Going to Be a Great Day! Color Page-A-Day Calendar 2016,Workman Publishing,3,Calendars,5
32,1419716174.jpg,http://ecx.images-amazon.com/images/I/61MdZuBnl1L.jpg,French Country Diary 2016 Calendar,Linda Dannenberg,3,Calendars,2
33,1449470580.jpg,http://ecx.images-amazon.com/images/I/51zJXRG0vDL.jpg,Pusheen the Cat 2016 Wall Calendar,Claire Belton,3,Calendars,4
34,1449469418.jpg,http://ecx.images-amazon.com/images/I/61XddBaacLL.jpg,Posh: Coloring 2016 Day-to-Day Calendar: For Fun & Relaxation,Thaneeya McArdle,3,Calendars,5
35,144947408X.jpg,http://ecx.images-amazon.com/images/I/61ecXKZkwlL.jpg,Posh: Coloring 2015-2016 Large Monthly/Weekly Planning Calendar,Andrews McMeel Publishing LLC,3,Calendars,5
36,B00O80WCEK.jpg,http://ecx.images-amazon.com/images/I/41YDLC4IP3L.jpg,"Moleskine 2016 Monthly Notebook, 12M, Extra Large, Black, Soft Cover (7.5 x 10)",Moleskine,3,Calendars,4
37,1449461778.jpg,http://ecx.images-amazon.com/images/I/51Vtt8Y-nfL.jpg,Mary Engelbreit 2016 Weekly Planner Calendar: Smile! It's Good For  You,Mary Engelbreit,3,Calendars,2
38,1571986774.jpg,http://ecx.images-amazon.com/images/I/61wXvJfaaUL.jpg,The Old Farmer's Almanac 2016 Gardening Calendar,Old Farmer E  Es Almanac,3,Calendars,1
39,1449461735.jpg,http://ecx.images-amazon.com/images/I/51EuM813ZdL.jpg,Mary Engelbreit 2016 Monthly Pocket Planner: Just Being ME!,Mary Engelbreit,3,Calendars,1
40,1624382487.jpg,http://ecx.images-amazon.com/images/I/51%2BhWvBDx4L.jpg,2016 Someecards Daily Desktop Calendar,Someecards,3,Calendars,4
41,1441317147.jpg,http://ecx.images-amazon.com/images/I/61IwcIjSPbL.jpg,"2016 Almond Blossoms Weekly Planner (16-Month Engagement Calendar, Diary)",Peter Pauper Press,3,Calendars,4
42,1579656242.jpg,http://ecx.images-amazon.com/images/I/51WfP8jnphL.jpg,Audubon Engagement Calendar 2016,National Audubon Society,3,Calendars,4
43,1579656358.jpg,http://ecx.images-amazon.com/images/I/51NV1B6QyoL.jpg,Audubon Birds Page-A-Day Gallery Calendar 2016,National Audubon Society,3,Calendars,4
44,0761183620.jpg,http://ecx.images-amazon.com/images/I/61Vl6yUmtqL.jpg,365 New Words-A-Year Page-A-Day Calendar 2016,Merriam-Webster,3,Calendars,4
45,1419717200.jpg,http://ecx.images-amazon.com/images/I/71LV1ulU-aL.jpg,Chihuly 2016 Wall Calendar,Dale Chihuly,3,Calendars,2
46,0345537971.jpg,http://ecx.images-amazon.com/images/I/61ww%2B2-US%2BL.jpg,A Song of Ice and Fire 2016 Calendar,George R. R. Martin,3,Calendars,4
47,145214141X.jpg,http://ecx.images-amazon.com/images/I/619TgnXvSmL.jpg,Anne Taintor 2016 Wall Calendar,Anne Taintor,3,Calendars,2
48,B00O80WBZA.jpg,http://ecx.images-amazon.com/images/I/416Z2jNEivL.jpg,"Moleskine 2015-2016 Weekly Notebook, 18M, Large, Black, Soft Cover (5 x 8.25)",Moleskine,3,Calendars,1
49,1419716050.jpg,http://ecx.images-amazon.com/images/I/618X%2BeUYOmL.jpg,The Legend of Zelda 2016 Wall Calendar,Nintendo,3,Calendars,5
50,1629052256.jpg,http://ecx.images-amazon.com/images/I/61wNPOvv0qL.jpg,Once Upon a Time Wall Calendar (2016),Day Dream,3,Calendars,2
51,076118323X.jpg,http://ecx.images-amazon.com/images/I/61-p7OoOvZL.jpg,Sloths Wall Calendar 2016,Lucy Cooke,3,Calendars,3
52,0789329735.jpg,http://ecx.images-amazon.com/images/I/61kluAlF1CL.jpg,Blue Dog 2016 Wall Calendar,George Rodrigue,3,Calendars,3
53,1449466338.jpg,http://ecx.images-amazon.com/images/I/6153Nhq1s3L.jpg,Thomas Kinkade Painter of Light 2016 Deluxe Wall Calendar,Thomas Kinkade,3,Calendars,2
54,1629054321.jpg,http://ecx.images-amazon.com/images/I/51cOjmhuEeL.jpg,Grumpy Cat Year-In-A-Box Calendar (2016),Year-In-A-Box,3,Calendars,2
55,144946663X.jpg,http://ecx.images-amazon.com/images/I/41iLM2Do77L.jpg,The Little World of Liz Climo 2016 Day-to-Day Calendar,Liz Climo,3,Calendars,4
56,0761183612.jpg,http://ecx.images-amazon.com/images/I/51vJX4-%2BPjL.jpg,Shoes Page-A-Day Gallery Calendar 2016,Workman Publishing,3,Calendars,4
57,1622266706.jpg,http://ecx.images-amazon.com/images/I/61KSyqBLIBL.jpg,"Orange Circle Studio 17-Month 2016 Do It All Magnetic Wall Calendar, Mom's Do It All",Orange Circle Studios,3,Calendars,1
58,1441311475.jpg,http://ecx.images-amazon.com/images/I/61UYEKBuoIL.jpg,"2016 Celestial Weekly Planner (16-Month Engagement Calendar, Diary)",Peter Pauper Press,3,Calendars,5
59,0741252163.jpg,http://ecx.images-amazon.com/images/I/61Y4Hxhs45L.jpg,"Wells Street by Lang Mom's 2016 Plan-It Plus, August 2015 to December 2016, 12 x 26.5 inches (7009167)",,3,Calendars,5
60,0761182411.jpg,http://ecx.images-amazon.com/images/I/61S8GFxlN5L.jpg,Cynthia Hart's Victoriana Wall Calendar 2016,Workman Publishing,3,Calendars,3
61,B00O80WCHC.jpg,http://ecx.images-amazon.com/images/I/51L%2B4gQD%2BAL.jpg,"Moleskine 2015-2016 Le Petit Prince Limited Edition Weekly Notebook, 18M, Large, Hard Cover (5 x 8.25)",Moleskine,3,Calendars,1
62,144946579X.jpg,http://ecx.images-amazon.com/images/I/61MJ3WXN6jL.jpg,John Sloane's Country Seasons 2016 Deluxe Wall Calendar,John Sloane,3,Calendars,4
63,1441311513.jpg,http://ecx.images-amazon.com/images/I/51tXoPMvgDL.jpg,"2016 Up Up & Away Weekly Planner (16-Month Engagement Calendar, Diary)",Peter Pauper Press,3,Calendars,2
64,1629051608.jpg,http://ecx.images-amazon.com/images/I/61KuNN4uqBL.jpg,Charles Wysocki - Americana Wall Calendar (2016),AMCAL,3,Calendars,3
65,1419716077.jpg,http://ecx.images-amazon.com/images/I/610AgD8KBYL.jpg,Super Mario Brothers 2016 Wall Calendar,Nintendo,3,Calendars,2
66,1438843399.jpg,http://ecx.images-amazon.com/images/I/51OqF6II4IL.jpg,Supernatural 2016 Wall Calendar,Trends International,3,Calendars,5
67,144946534X.jpg,http://ecx.images-amazon.com/images/I/51kf0h4Mq5L.jpg,Jeopardy! 2016 Day-to-Day Calendar,Sony,3,Calendars,5
68,1629052183.jpg,http://ecx.images-amazon.com/images/I/61l%2BMvJ07RL.jpg,The Nightmare Before Christmas Wall Calendar (2016),Day Dream,3,Calendars,2
69,0761182217.jpg,http://ecx.images-amazon.com/images/I/61h00-Nj7OL.jpg,Bad Cat Color Page-A-Day Calendar 2016,Workman Publishing,3,Calendars,5
70,1492612774.jpg,http://ecx.images-amazon.com/images/I/514NK9UOZ3L.jpg,2016 Amy Knapp Family Organizer,Amy Knapp,3,Calendars,3
71,1616204710.jpg,http://ecx.images-amazon.com/images/I/61GNZIj0s1L.jpg,Out on the Porch Wall Calendar 2016,Workman Publishing,3,Calendars,1
72,0761182772.jpg,http://ecx.images-amazon.com/images/I/61l11has6mL.jpg,"1,000 Places to See Before You Die Color Page-A-Day Calendar 2016",Patricia Schultz,3,Calendars,2
73,0876126190.jpg,http://ecx.images-amazon.com/images/I/41dU5N1S39L.jpg,Inner Reflections 2016 Engagement Calendar,Paramahansa Yogananda,3,Calendars,2
74,1622267281.jpg,http://ecx.images-amazon.com/images/I/6179cGx4s7L.jpg,"Orange Circle Studio 17-Month 2016 Do It All Magnetic Wall Calendar, Secret Garden",Orange Circle Studios,3,Calendars,3
75,0761183698.jpg,http://ecx.images-amazon.com/images/I/61szKMVBW7L.jpg,The Book Lover's Page-A-Day Calendar 2016,Workman Publishing,3,Calendars,5
76,076118371X.jpg,http://ecx.images-amazon.com/images/I/61ANKUze9BL.jpg,Downton Abbey Color Page-A-Day Calendar 2016,Workman Publishing,3,Calendars,5
77,1449465625.jpg,http://ecx.images-amazon.com/images/I/71W9X1dXrPL.jpg,Sugar Skulls 2016 Wall Calendar,Thaneeya McArdle,3,Calendars,1
78,1416299025.jpg,http://ecx.images-amazon.com/images/I/51txZF3QA4L.jpg,Outlander 2016 Boxed/Daily Calendar,Starz,3,Calendars,1
79,0761183205.jpg,http://ecx.images-amazon.com/images/I/616eoDWXmCL.jpg,The Collectible Teapot & Tea Wall Calendar 2016,Shax Riegler,3,Calendars,5
80,1452122261.jpg,http://ecx.images-amazon.com/images/I/61%2B72-JOVbL.jpg,Disney 2016 Daily Calendar: A Year of Animation,Disney,3,Calendars,5
81,0761182764.jpg,http://ecx.images-amazon.com/images/I/61Ouud%2BP8qL.jpg,Art Page-A-Day Gallery Calendar 2016,Workman Publishing,3,Calendars,5
82,1449468667.jpg,http://ecx.images-amazon.com/images/I/412JoaxLmIL.jpg,Cartoons from The New Yorker 2016 Day-to-Day Calendar,Conde Nast,3,Calendars,4
83,1623438152.jpg,http://ecx.images-amazon.com/images/I/61hJKFrWIUL.jpg,2016 Underwater Dogs Wall Calendar,Seth Casteel,3,Calendars,3
84,0789330008.jpg,http://ecx.images-amazon.com/images/I/51thgsdY%2BpL.jpg,Star Trek 2016 Wall Calendar: Ships of the LIne,CBS,3,Calendars,5
85,0761183736.jpg,http://ecx.images-amazon.com/images/I/61sMVEchJHL.jpg,365 Bible Verses-A-Year Color Page-A-Day Calendar 2016,Workman Publishing,3,Calendars,2
86,1629053287.jpg,http://ecx.images-amazon.com/images/I/61vOg9DcmaL.jpg,DC Bombshells Wall Calendar (2016),Day Dream,3,Calendars,5
87,0761183744.jpg,http://ecx.images-amazon.com/images/I/61UJeSTle5L.jpg,The Original Sudoku Color Page-A-Day Calendar  2016,Editors at Nikoli,3,Calendars,2
88,1622267303.jpg,http://ecx.images-amazon.com/images/I/61AdmRFEdKL.jpg,"Orange Circle Studio 17-Month 2016 Do It All Magnetic Wall Calendar, Retro Days",Orange Circle Studios,3,Calendars,1
89,0789329875.jpg,http://ecx.images-amazon.com/images/I/51eon4nO4sL.jpg,The Jewish Calendar 2016: Jewish Year 5776 16-Month Wall Calendar,Jewish Historical Museum Amsterdam,3,Calendars,2
90,0761182365.jpg,http://ecx.images-amazon.com/images/I/61VbQvH0JvL.jpg,The Secret Garden Wall Calendar 2016,Workman Publishing,3,Calendars,3
91,1624381111.jpg,http://ecx.images-amazon.com/images/I/61jCBzTxipL.jpg,2016 Moms Manager Wall Calendar - 17 Month,TF Publishing,3,Calendars,4
92,1449468535.jpg,http://ecx.images-amazon.com/images/I/51-6cbIak5L.jpg,Peanuts 2016 Day-to-Day Calendar,Peanuts Worldwide LLC,3,Calendars,4
93,0761182349.jpg,http://ecx.images-amazon.com/images/I/51cFKEBA1kL.jpg,Islands Page-A-Day Gallery Calendar 2016,Workman Publishing,3,Calendars,2
94,1890931950.jpg,http://ecx.images-amazon.com/images/I/51Ujz8KFy9L.jpg,We'moon: Gaia Rhythms for Womyn: Quantum Leap Year,,3,Calendars,2
95,1890028711.jpg,http://ecx.images-amazon.com/images/I/61OLmLviOxL.jpg,Mystique X-Posed 2016 Adult Calendar -- Mystic Playboy Calendar Girls -- Penthouse Vixens -- Nude Naked Hot Sexy Girls,Mark Daughn,3,Calendars,2
96,1598888072.jpg,http://ecx.images-amazon.com/images/I/517cUKgqr9L.jpg,"Chase's Calendar of Events 2016: The Ultimate Go-to Guide for Special Days, Weeks and Months",,3,Calendars,5
97,1631360221.jpg,http://ecx.images-amazon.com/images/I/615UVtMFucL.jpg,Hebrew Illuminations 2016 Jewish Wall Calendar,Adam Rhine,3,Calendars,3
98,0789329999.jpg,http://ecx.images-amazon.com/images/I/51JAGsbtlrL.jpg,Star Trek 2016 Wall Calendar: The Original Series,CBS,3,Calendars,3
99,1465039260.jpg,http://ecx.images-amazon.com/images/I/51dhyBNqUkL.jpg,Taylor Swift 2016 Square 12x12 (Multilingual Edition),Browntrout Publishers,3,Calendars,5
100,0763658073.jpg,http://ecx.images-amazon.com/images/I/410Ck5vVHwL.jpg,October Mourning: A Song for Matthew Shepard,Leslea Newman,30,Gay & Lesbian,1
101,0872866793.jpg,http://ecx.images-amazon.com/images/I/41c70oYUHML.jpg,City Lights Pocket Poets Anthology: 60th Anniversary Edition (City Lights Pocket Poets Series),,30,Gay & Lesbian,2
102,0374222924.jpg,http://ecx.images-amazon.com/images/I/61vhYrEBTuL.jpg,Nothing to Declare: Poems,Henri Cole,30,Gay & Lesbian,1
103,1938912608.jpg,http://ecx.images-amazon.com/images/I/51FjyleHKzL.jpg,"Stunt Water: The Buddy Wakefield Reader, 1991-2011",Buddy Wakefield,30,Gay & Lesbian,3
104,1941411037.jpg,http://ecx.images-amazon.com/images/I/51XONuBnJHL.jpg,Chord,Rick Barot,30,Gay & Lesbian,5
105,0988967316.jpg,http://ecx.images-amazon.com/images/I/51eg9aPQ5WL.jpg,Tragic Bitches: An Experiment in Queer Xicana & Xicano Performance Poetry,Adelina Anthony,30,Gay & Lesbian,5
106,0692300546.jpg,http://ecx.images-amazon.com/images/I/51iAC8zRHKL.jpg,Belly of the Beast,Ashe Vernon,30,Gay & Lesbian,5
107,0872860639.jpg,http://ecx.images-amazon.com/images/I/410zFqLg0mL.jpg,The Fall of America: Poems of These States 1965-1971 (City Lights Pocket Poets Series),Allen Ginsberg,30,Gay & Lesbian,1
108,0872865118.jpg,http://ecx.images-amazon.com/images/I/41rbXQWD1hL.jpg,Kaddish and Other Poems: 50th Anniversary Edition (Pocket Poets),Allen Ginsberg,30,Gay & Lesbian,2
109,1938912446.jpg,http://ecx.images-amazon.com/images/I/51tgu3Ig0ZL.jpg,This Way to the Sugar,Hieu Minh Nguyen,30,Gay & Lesbian,5
110,1940696011.jpg,http://ecx.images-amazon.com/images/I/515lVH6T5pL.jpg,ECODEVIANCE: (Soma)tics for the Future Wilderness,CAConrad,30,Gay & Lesbian,1
111,0988967383.jpg,http://ecx.images-amazon.com/images/I/51YWLxfS1-L.jpg,The Cha Cha Files:: A Chapina Po??tica,Maya Chinchilla,30,Gay & Lesbian,5
112,0814717454.jpg,http://ecx.images-amazon.com/images/I/51Lbrv9UYbL.jpg,The Clay Sanskrit Library: Ramayana: 5-volume Set,Clay Sanskrit Library,30,Gay & Lesbian,1
113,1512133418.jpg,http://ecx.images-amazon.com/images/I/31Z1js2m7LL.jpg,Endowing Vegetables With Too Much Meaning,Kevin Kantor,30,Gay & Lesbian,2
114,1927494508.jpg,http://ecx.images-amazon.com/images/I/61yo2j5orJL.jpg,Bodymap,Leah Lakshmi Piepzna-Samarasinha,30,Gay & Lesbian,4
115,1934216771.jpg,http://ecx.images-amazon.com/images/I/41Dusf477uL.jpg,"Gin and Gardenias: A Memoir of Desire, Love, and Loss: Poems",A. Scott Henderson,30,Gay & Lesbian,4
116,087286507X.jpg,http://ecx.images-amazon.com/images/I/51YWhWBgRlL.jpg,In Danger: A Pasolini Anthology,Pier Paolo Pasolini,30,Gay & Lesbian,3
117,1137550635.jpg,http://ecx.images-amazon.com/images/I/41CZHJYk1OL.jpg,"Oscar Wilde, Wilfred Owen, and Male Desire: Begotten, Not Made (Palgrave Studies in Nineteenth-Century Writing and Culture)",James Campbell,30,Gay & Lesbian,5
118,0452268176.jpg,http://ecx.images-amazon.com/images/I/519oHKC8fIL.jpg,Ceremonies : Prose and Poetry,Essex Hemphill,30,Gay & Lesbian,2
119,1933517492.jpg,http://ecx.images-amazon.com/images/I/41zvWdQ9DnL.jpg,The Book of Frank,CAConrad,30,Gay & Lesbian,4
120,1933517581.jpg,http://ecx.images-amazon.com/images/I/51tNym6inNL.jpg,Snowflake / different streets,Eileen Myles,30,Gay & Lesbian,2
121,1840224010.jpg,http://ecx.images-amazon.com/images/I/51chT0vHKVL.jpg,De Profundis: The Ballad of Reading Gaol and Other Writings,Oscar Wilde,30,Gay & Lesbian,5
122,1512085065.jpg,http://ecx.images-amazon.com/images/I/41iKz0sDWFL.jpg,Curiosity in the Closet: a book of poetry,River Stone,30,Gay & Lesbian,4
123,0982955391.jpg,http://ecx.images-amazon.com/images/I/51Fkjz6G7HL.jpg,Flicker and Spark: A Contemporary Queer Anthology of Spoken Word and Poetry,Regie Cabico,30,Gay & Lesbian,2
124,1938584171.jpg,http://ecx.images-amazon.com/images/I/61Hz4Pr54vL.jpg,Thief in the Interior,Phillip B. Williams,30,Gay & Lesbian,1
125,1935536265.jpg,http://ecx.images-amazon.com/images/I/51OwoisSMQL.jpg,Begging for It (Stahlecker Selections),Alex Dimitrov,30,Gay & Lesbian,5
126,1937420914.jpg,http://ecx.images-amazon.com/images/I/51SskBJexiL.jpg,When I Was a Twin,Michael Klein,30,Gay & Lesbian,2
127,1933517204.jpg,http://ecx.images-amazon.com/images/I/51YczN7THhL.jpg,"Sorry, Tree",Eileen Myles,30,Gay & Lesbian,5
128,1935536419.jpg,http://ecx.images-amazon.com/images/I/51g90ROeyiL.jpg,Clean (Four Way Books Intro Prize in Poetry),David J. Daniels,30,Gay & Lesbian,3
129,1556594585.jpg,http://ecx.images-amazon.com/images/I/41hGZqVGNKL.jpg,"They Don't Kill You Because They're Hungry, They Kill You Because They're Full (Lannan Literary Selections)",Mark Bibbins,30,Gay & Lesbian,1
130,1935536613.jpg,http://ecx.images-amazon.com/images/I/41Daf1tA9AL.jpg,The Opposite of People (Stahlecker Selections),Patrick Ryan Frank,30,Gay & Lesbian,5
131,193351759X.jpg,http://ecx.images-amazon.com/images/I/31pu4j1n2VL.jpg,A Beautiful Marsupial Afternoon: New (Soma)tics,CAConrad,30,Gay & Lesbian,5
132,0872860213.jpg,http://ecx.images-amazon.com/images/I/41W5l4DHjwL.jpg,Reality Sandwiches: 1953-1960 (City Lights Pocket Poets Series),Allen Ginsberg,30,Gay & Lesbian,3
133,0985700629.jpg,http://ecx.images-amazon.com/images/I/51k55NRrnUL.jpg,"Tar Heel Born: A Native Son Speaks on Race, Religion, & Reconciliation",Cedric Brown,30,Gay & Lesbian,1
134,0872861872.jpg,http://ecx.images-amazon.com/images/I/519pHkGI8VL.jpg,Roman Poems (City Lights Pocket Poets Series) (Italian Edition),Pier Paolo Pasolini,30,Gay & Lesbian,4
135,1938912438.jpg,http://ecx.images-amazon.com/images/I/51GtSttWIyL.jpg,"Floating, Brilliant, Gone",Franny Choi,30,Gay & Lesbian,1
136,1606352113.jpg,http://ecx.images-amazon.com/images/I/51QGTZ%2BSuZL.jpg,The Spectral Wilderness (Wick Poetry First Book),Oliver Bendorf,30,Gay & Lesbian,4
137,1937420965.jpg,http://ecx.images-amazon.com/images/I/51p4aLxEn-L.jpg,Assaracus Issue 19: A Journal of Gay Poetry,,30,Gay & Lesbian,3
138,0816524793.jpg,http://ecx.images-amazon.com/images/I/41P61JHYVEL.jpg,Directions to the Beach of the Dead (Camino del Sol),Richard Blanco,30,Gay & Lesbian,5
139,1556592922.jpg,http://ecx.images-amazon.com/images/I/51-F9IxsVyL.jpg,The Dance of No Hard Feelings,Mark Bibbins,30,Gay & Lesbian,2
140,1559360607.jpg,http://ecx.images-amazon.com/images/I/51BLqg44ECL.jpg,Angels In America Part 1: Millennium Approaches,Tony Kushner,30,Gay & Lesbian,1
141,1632430037.jpg,http://ecx.images-amazon.com/images/I/51L1XhLY%2BPL.jpg,Laodicea,Eric Ekstrand,30,Gay & Lesbian,2
142,0932112935.jpg,http://ecx.images-amazon.com/images/I/51kYwW3lZpL.jpg,Sacrilegion (Carolina Wren Press Poetry Series 16),L. Lamar Wilson,30,Gay & Lesbian,2
143,0979645794.jpg,http://ecx.images-amazon.com/images/I/51SM9cAXSgL.jpg,MARIPOSAS: A Modern Anthology of Queer Latino Poetry,Emanuel Xavier,30,Gay & Lesbian,4
144,0714529745.jpg,http://ecx.images-amazon.com/images/I/41GIbGLql8L.jpg,The Art of Cinema,Jean Cocteau,30,Gay & Lesbian,2
145,0872865711.jpg,http://ecx.images-amazon.com/images/I/51hMx4k2IxL.jpg,The Beautifully Worthless (City Lights/Sister Spit),Ali Liebegott,30,Gay & Lesbian,4
146,0988967332.jpg,http://ecx.images-amazon.com/images/I/51%2BD7q9ixWL.jpg,Ditch Water,Joseph Delgado,30,Gay & Lesbian,5
147,0692316094.jpg,http://ecx.images-amazon.com/images/I/513cGs2vUxL.jpg,Distant Music,Joan Annsfire,30,Gay & Lesbian,5
148,1927494303.jpg,http://ecx.images-amazon.com/images/I/41VwX-St-zL.jpg,Wanting in Arabic: Second Edition,Trish Salah,30,Gay & Lesbian,2
149,193420093X.jpg,http://ecx.images-amazon.com/images/I/41mN9jtqOsL.jpg,Self-Portrait in a Convex Mirror 2,Paul Legault,30,Gay & Lesbian,3
150,0299190943.jpg,http://ecx.images-amazon.com/images/I/51OmC41VLsL.jpg,Wrestling with God and Men: Homosexuality in the Jewish Tradition,Steven Greenberg,30,Gay & Lesbian,1
151,0872861252.jpg,http://ecx.images-amazon.com/images/I/51pr51PFTfL.jpg,Plutonian Ode: And Other Poems 1977-1980 (City Lights Pocket Poets Series),Allen Ginsberg,30,Gay & Lesbian,2
152,0996303618.jpg,http://ecx.images-amazon.com/images/I/51DrJODZ1sL.jpg,Nervous Universe,Kate Monica,30,Gay & Lesbian,3
153,1584350903.jpg,http://ecx.images-amazon.com/images/I/41Gt%2BCTl5UL.jpg,"Last Seen Entering the Biltmore: Plays, Short Fiction, Poems 1975--2010 (Semiotext(e) / Native Agents)",Gary Indiana,30,Gay & Lesbian,3
154,1625579047.jpg,http://ecx.images-amazon.com/images/I/51cZZd%2B%2B8QL.jpg,How to Feel Confident with Your Special Talents,Carol Guess,30,Gay & Lesbian,1
155,0692455027.jpg,http://ecx.images-amazon.com/images/I/41n07a6s7oL.jpg,Poetic Violence,John Collins,30,Gay & Lesbian,5
156,1492865478.jpg,http://ecx.images-amazon.com/images/I/41bubgDF%2BvL.jpg,Garvanza Heights,Neil S. Weikel,30,Gay & Lesbian,4
157,1608640329.jpg,http://ecx.images-amazon.com/images/I/51okG3PeRsL.jpg,If Jesus Were Gay & other poems,Emanuel Xavier,30,Gay & Lesbian,2
158,0985094621.jpg,http://ecx.images-amazon.com/images/I/51C-xpot5mL.jpg,wine for a shotgun,Marty McConnell,30,Gay & Lesbian,5
